ID,Age,SEC,Gender,Region,Question code,value
2671461,35,A,Male,Upper Egypt,Q1_P9,0
5475959,37,C2,Male,Upper Egypt,Q1_P9,0
7863369,34,D,Female,Delta,Q1_P9,0
3309079,41,D,Male,Alex,Q1_P9,0
5975044,37,C2,Female,Delta,Q1_P9,0
4777839,38,C2,Female,Cairo,Q1_P9,0
4814277,46,C1,Male,Cairo,Q1_P9,0
8606106,39,C2,Female,Delta,Q1_P9,0
8554927,35,D,Female,Cairo,Q1_P9,0
6970906,35,D,Male,Alex,Q1_P9,1
6528678,45,D,Male,Upper Egypt,Q1_P9,0
6698339,36,D,Female,Upper Egypt,Q1_P9,0
5551363,40,C2,Female,Cairo,Q1_P9,0
7845392,43,D,Female,Upper Egypt,Q1_P9,0
5379183,37,C1,Female,Delta,Q1_P9,0
6658703,37,D,Female,Delta,Q1_P9,0
2914993,38,C2,Female,Cairo,Q1_P9,1
8133878,35,D,Female,Cairo,Q1_P9,1
1840235,32,C1,Female,Cairo,Q1_P9,1
5523539,30,C2,Female,Cairo,Q1_P9,0
8906271,40,A,Male,Upper Egypt,Q1_P9,0
6200229,39,C2,Female,Upper Egypt,Q1_P9,0
8146013,41,D,Female,Cairo,Q1_P9,0
4344930,36,C2,Male,Cairo,Q1_P9,0
8185812,37,D,Female,Cairo,Q1_P9,1
8590320,44,C1,Male,Alex,Q1_P9,0
8280556,41,D,Male,Delta,Q1_P9,0
6087962,44,D,Female,Canal,Q1_P9,0
5500805,39,A,Female,Delta,Q1_P9,1
6549920,31,C2,Male,Alex,Q1_P9,0
8406393,40,C2,Female,Delta,Q1_P9,0
9746184,28,C1,Female,Delta,Q1_P9,0
5420193,29,C1,Female,Alex,Q1_P9,0
5489990,43,C2,Male,Delta,Q1_P9,0
8065312,40,C1,Female,Delta,Q1_P9,0
7720469,34,C2,Female,Cairo,Q1_P9,0
2844264,43,D,Male,Alex,Q1_P9,0
6766820,36,D,Male,Upper Egypt,Q1_P9,0
8079791,38,B,Male,Cairo,Q1_P9,1
5428931,35,D,Male,Upper Egypt,Q1_P9,0
4204357,43,D,Male,Cairo,Q1_P9,0
6661439,37,C1,Female,Cairo,Q1_P9,0
8839529,46,D,Male,Cairo,Q1_P9,0
5713649,40,C2,Male,Alex,Q1_P9,0
4961258,38,C1,Female,Alex,Q1_P9,1
4628936,37,C1,Female,Delta,Q1_P9,0
8087775,40,B,Male,Delta,Q1_P9,0
4554752,33,C2,Male,Delta,Q1_P9,0
4030742,41,D,Male,Alex,Q1_P9,0
9792439,41,D,Female,Delta,Q1_P9,0
1625456,40,D,Male,Delta,Q1_P9,0
8575090,39,D,Male,Upper Egypt,Q1_P9,0
1803582,43,D,Male,Delta,Q1_P9,0
3049616,32,C2,Female,Canal,Q1_P9,0
3422907,43,D,Female,Delta,Q1_P9,0
2854018,44,C1,Female,Delta,Q1_P9,0
4123611,35,C2,Female,Delta,Q1_P9,0
2996901,36,D,Female,Canal,Q1_P9,0
2642927,36,D,Male,Delta,Q1_P9,0
4942623,34,C2,Male,Cairo,Q1_P9,0
5677684,39,C1,Female,Alex,Q1_P9,0
7778898,34,A,Male,Delta,Q1_P9,0
6986658,38,D,Male,Upper Egypt,Q1_P9,0
4244259,43,C2,Male,Delta,Q1_P9,0
5951880,34,C1,Male,Alex,Q1_P9,0
3963513,42,C1,Female,Delta,Q1_P9,0
9795515,39,D,Female,Delta,Q1_P9,1
6887082,35,E,Male,Cairo,Q1_P9,0
2134787,40,C2,Male,Delta,Q1_P9,0
7189660,30,C1,Female,Cairo,Q1_P9,0
9300281,37,E,Female,Alex,Q1_P9,0
4463924,46,C2,Male,Delta,Q1_P9,0
8334899,40,C2,Female,Alex,Q1_P9,0
5167134,39,D,Male,Delta,Q1_P9,0
5819376,39,D,Male,Alex,Q1_P9,1
5691938,35,D,Male,Upper Egypt,Q1_P9,0
7478678,39,D,Female,Upper Egypt,Q1_P9,0
9432200,38,C1,Male,Alex,Q1_P9,0
1844313,41,C1,Female,Upper Egypt,Q1_P9,0
7447062,41,D,Female,Upper Egypt,Q1_P9,0
6605037,43,D,Female,Upper Egypt,Q1_P9,0
4194291,36,D,Female,Delta,Q1_P9,0
7749529,40,D,Female,Delta,Q1_P9,1
7560117,44,E,Male,Cairo,Q1_P9,0
3491776,41,C2,Female,Canal,Q1_P9,0
9486755,36,C2,Female,Delta,Q1_P9,0
1018516,36,C1,Female,Delta,Q1_P9,0
8957170,45,D,Female,Delta,Q1_P9,0
6287771,38,C1,Male,Canal,Q1_P9,0
9899268,40,C1,Male,Delta,Q1_P9,1
4709569,39,A,Male,Delta,Q1_P9,0
5681527,35,D,Male,Upper Egypt,Q1_P9,1
5475772,38,C2,Male,Delta,Q1_P9,0
8699315,35,E,Female,Upper Egypt,Q1_P9,1
2289097,45,C2,Male,Delta,Q1_P9,0
4514895,31,C1,Female,Delta,Q1_P9,1
7598192,44,D,Male,Upper Egypt,Q1_P9,0
6268091,36,D,Female,Canal,Q1_P9,1
6149449,41,D,Female,Delta,Q1_P9,0
6486236,36,D,Male,Delta,Q1_P9,0
4140411,40,E,Female,Delta,Q1_P9,0
1972854,43,D,Female,Upper Egypt,Q1_P9,0
2344141,40,E,Male,Cairo,Q1_P9,0
6175069,46,D,Male,Delta,Q1_P9,0
5862007,31,D,Female,Alex,Q1_P9,0
1684379,38,C2,Male,Upper Egypt,Q1_P9,0
3860443,39,D,Male,Upper Egypt,Q1_P9,0
2868079,33,A,Female,Upper Egypt,Q1_P9,0
3825891,35,C1,Female,Upper Egypt,Q1_P9,0
6596108,38,A,Male,Cairo,Q1_P9,0
8314066,41,C2,Female,Cairo,Q1_P9,0
7074154,38,C1,Male,Cairo,Q1_P9,0
9228783,39,B,Male,Upper Egypt,Q1_P9,0
8342374,34,C2,Female,Cairo,Q1_P9,0
1809628,29,D,Female,Cairo,Q1_P9,0
3959318,35,D,Male,Delta,Q1_P9,0
2871133,36,C1,Male,Upper Egypt,Q1_P9,0
7643614,34,E,Female,Delta,Q1_P9,0
2144439,36,D,Male,Delta,Q1_P9,0
5502290,39,D,Male,Upper Egypt,Q1_P9,0
5936803,36,C1,Male,Cairo,Q1_P9,0
2003198,38,C2,Female,Delta,Q1_P9,0
2237665,45,D,Female,Delta,Q1_P9,1
6395348,36,C1,Male,Upper Egypt,Q1_P9,0
2648959,35,C1,Female,Delta,Q1_P9,0
1253758,39,E,Female,Canal,Q1_P9,0
3483079,38,C2,Female,Delta,Q1_P9,0
7326165,39,D,Female,Canal,Q1_P9,0
5870241,35,D,Female,Upper Egypt,Q1_P9,0
5530550,38,C2,Male,Upper Egypt,Q1_P9,0
6337785,41,D,Male,Alex,Q1_P9,0
7711747,34,C2,Female,Alex,Q1_P9,0
1485496,37,C2,Female,Canal,Q1_P9,0
9263546,35,D,Female,Delta,Q1_P9,0
6716792,36,D,Male,Upper Egypt,Q1_P9,0
8436510,41,C2,Male,Cairo,Q1_P9,1
9724028,45,C1,Male,Upper Egypt,Q1_P9,0
4680362,43,C2,Female,Upper Egypt,Q1_P9,0
1902335,35,C2,Male,Cairo,Q1_P9,0
3897225,45,C2,Female,Cairo,Q1_P9,0
4331559,36,C1,Male,Cairo,Q1_P9,0
3681752,38,A,Male,Alex,Q1_P9,0
1205800,40,D,Female,Delta,Q1_P9,0
9526715,40,D,Female,Cairo,Q1_P9,0
1504695,31,C1,Female,Upper Egypt,Q1_P9,0
9260958,39,D,Female,Upper Egypt,Q1_P9,0
8372176,41,D,Male,Upper Egypt,Q1_P9,0
5634640,37,D,Male,Delta,Q1_P9,0
5442767,39,C2,Male,Cairo,Q1_P9,0
1846093,40,D,Female,Cairo,Q1_P9,0
5707415,38,C2,Male,Delta,Q1_P9,0
4408962,38,A,Male,Alex,Q1_P9,1
5854569,42,C2,Male,Upper Egypt,Q1_P9,0
7831440,38,D,Male,Upper Egypt,Q1_P9,0
2411475,37,D,Female,Delta,Q1_P9,0
7466858,39,D,Female,Delta,Q1_P9,0
5516079,38,D,Female,Cairo,Q1_P9,0
7660066,38,C1,Female,Upper Egypt,Q1_P9,1
1270509,41,D,Female,Upper Egypt,Q1_P9,0
8557531,41,C2,Male,Upper Egypt,Q1_P9,0
2423752,38,D,Female,Canal,Q1_P9,0
1500217,36,B,Male,Delta,Q1_P9,0
2105611,44,D,Male,Delta,Q1_P9,0
4286538,35,C1,Male,Cairo,Q1_P9,0
3354420,28,D,Male,Upper Egypt,Q1_P9,1
6714216,34,C1,Female,Canal,Q1_P9,0
1907757,41,D,Male,Cairo,Q1_P9,0
9567883,44,D,Female,Delta,Q1_P9,0
1592818,41,C2,Female,Cairo,Q1_P9,0
1593120,43,D,Female,Cairo,Q1_P9,0
5214924,37,D,Female,Delta,Q1_P9,0
2276968,35,C2,Female,Cairo,Q1_P9,0
3539323,41,D,Male,Cairo,Q1_P9,0
2371338,42,C2,Male,Upper Egypt,Q1_P9,0
9299420,38,D,Female,Delta,Q1_P9,1
1820492,38,C2,Female,Delta,Q1_P9,0
5691523,33,B,Male,Cairo,Q1_P9,0
8729345,46,C1,Female,Upper Egypt,Q1_P9,0
2830244,42,C1,Female,Upper Egypt,Q1_P9,0
5076341,38,D,Female,Delta,Q1_P9,0
2913460,38,B,Male,Cairo,Q1_P9,0
9167560,47,C1,Female,Alex,Q1_P9,0
9904524,33,D,Male,Delta,Q1_P9,0
6717273,39,E,Male,Cairo,Q1_P9,0
4981225,36,D,Male,Upper Egypt,Q1_P9,0
9401910,35,C2,Female,Upper Egypt,Q1_P9,0
8254670,38,D,Female,Delta,Q1_P9,0
2843146,39,C2,Female,Canal,Q1_P9,1
8745882,38,C1,Male,Alex,Q1_P9,0
4325185,40,E,Male,Cairo,Q1_P9,0
2976821,42,C2,Male,Alex,Q1_P9,0
5134677,44,D,Male,Alex,Q1_P9,0
5393212,34,D,Female,Upper Egypt,Q1_P9,0
2305861,41,B,Male,Delta,Q1_P9,1
5631308,38,C2,Male,Cairo,Q1_P9,0
6839305,37,C1,Male,Alex,Q1_P9,0
7112860,38,D,Male,Delta,Q1_P9,0
5309789,35,D,Female,Upper Egypt,Q1_P9,0
6813260,26,D,Male,Upper Egypt,Q1_P9,0
5953968,37,A,Male,Delta,Q1_P9,0
3789398,31,D,Male,Cairo,Q1_P9,0
5398641,38,D,Male,Delta,Q1_P9,0
1631555,39,D,Male,Delta,Q1_P9,0
8684594,37,C2,Female,Upper Egypt,Q1_P9,0
1139619,35,C1,Female,Delta,Q1_P9,0
7856758,40,C2,Female,Cairo,Q1_P9,0
8054678,36,D,Female,Cairo,Q1_P9,0
1952677,33,C2,Male,Cairo,Q1_P9,0
1334996,35,D,Male,Alex,Q1_P9,0
3411208,43,D,Male,Cairo,Q1_P9,0
5184665,40,E,Male,Delta,Q1_P9,1
1296327,41,C1,Male,Upper Egypt,Q1_P9,0
6073100,34,C2,Male,Delta,Q1_P9,0
2021247,35,D,Male,Delta,Q1_P9,0
4121982,41,C2,Female,Upper Egypt,Q1_P9,0
6139067,30,D,Female,Cairo,Q1_P9,1
2444889,38,C2,Male,Cairo,Q1_P9,0
3959322,35,D,Male,Upper Egypt,Q1_P9,0
1365988,42,D,Male,Upper Egypt,Q1_P9,0
7772409,40,C1,Male,Delta,Q1_P9,0
3851081,37,C2,Female,Delta,Q1_P9,0
9393876,42,C2,Male,Delta,Q1_P9,0
2330203,45,C2,Female,Cairo,Q1_P9,0
3107871,44,D,Female,Alex,Q1_P9,0
6897941,47,C2,Female,Delta,Q1_P9,1
6591822,32,C2,Male,Upper Egypt,Q1_P9,1
8494822,33,D,Male,Delta,Q1_P9,0
3226149,44,C1,Male,Upper Egypt,Q1_P9,0
9745615,34,C2,Male,Delta,Q1_P9,0
2945500,36,C2,Male,Upper Egypt,Q1_P9,0
5294200,36,D,Female,Delta,Q1_P9,0
2019647,36,D,Female,Delta,Q1_P9,0
4979475,42,C2,Male,Delta,Q1_P9,0
9539478,33,C1,Male,Delta,Q1_P9,0
8496551,43,C2,Male,Canal,Q1_P9,0
3034495,34,E,Male,Delta,Q1_P9,0
5122433,32,C2,Female,Delta,Q1_P9,0
8788823,33,D,Female,Cairo,Q1_P9,0
4345881,33,D,Male,Alex,Q1_P9,1
8776600,40,C1,Female,Cairo,Q1_P9,0
5106463,36,D,Female,Delta,Q1_P9,1
8648012,47,C1,Male,Delta,Q1_P9,0
3834756,36,C1,Female,Cairo,Q1_P9,0
2062937,26,D,Male,Delta,Q1_P9,0
6757108,39,C2,Female,Upper Egypt,Q1_P9,0
6507790,30,C2,Female,Delta,Q1_P9,0
7516942,36,D,Male,Delta,Q1_P9,0
8492740,35,C1,Male,Cairo,Q1_P9,0
9639723,30,D,Male,Canal,Q1_P9,0
5961827,38,D,Female,Cairo,Q1_P9,0
2900674,39,C2,Female,Delta,Q1_P9,0
3513766,33,D,Male,Cairo,Q1_P9,0
7492829,37,C2,Female,Delta,Q1_P9,0
5811202,40,D,Female,Delta,Q1_P9,0
6639956,33,C2,Male,Delta,Q1_P9,0
6830306,43,B,Male,Delta,Q1_P9,0
8430866,36,C1,Female,Delta,Q1_P9,0
3674168,39,C2,Female,Upper Egypt,Q1_P9,0
3901959,39,C1,Female,Delta,Q1_P9,0
3272759,49,D,Female,Delta,Q1_P9,0
6988063,31,D,Male,Upper Egypt,Q1_P9,0
4175162,38,D,Female,Delta,Q1_P9,0
2296986,47,D,Male,Cairo,Q1_P9,0
6378366,33,D,Male,Cairo,Q1_P9,0
1322858,47,D,Male,Cairo,Q1_P9,0
3839861,36,C2,Female,Cairo,Q1_P9,0
4598793,37,C1,Male,Cairo,Q1_P9,0
9842447,44,C2,Female,Cairo,Q1_P9,0
5141132,31,D,Male,Delta,Q1_P9,0
6843909,39,C2,Male,Canal,Q1_P9,0
8004088,30,D,Male,Upper Egypt,Q1_P9,0
9313072,35,D,Female,Delta,Q1_P9,0
5849091,44,E,Male,Delta,Q1_P9,0
8340130,43,D,Male,Delta,Q1_P9,0
6119026,38,C2,Male,Delta,Q1_P9,0
1772023,35,D,Female,Delta,Q1_P9,0
8844440,31,C1,Male,Upper Egypt,Q1_P9,0
1154945,41,D,Female,Upper Egypt,Q1_P9,0
4904499,42,D,Female,Alex,Q1_P9,0
7409281,37,C1,Female,Delta,Q1_P9,1
5477747,37,C2,Female,Alex,Q1_P9,0
5449101,35,E,Male,Upper Egypt,Q1_P9,0
1260893,38,D,Female,Upper Egypt,Q1_P9,0
3964786,38,D,Male,Cairo,Q1_P9,1
6408829,39,C1,Male,Upper Egypt,Q1_P9,0
8407440,37,D,Male,Cairo,Q1_P9,0
5106051,32,C2,Male,Cairo,Q1_P9,0
6382938,40,D,Male,Upper Egypt,Q1_P9,0
8304366,41,C2,Female,Delta,Q1_P9,1
1334595,36,D,Female,Upper Egypt,Q1_P9,0
5958570,43,D,Female,Delta,Q1_P9,1
2406510,39,D,Female,Delta,Q1_P9,0
5877497,30,D,Female,Alex,Q1_P9,0
9975700,29,D,Female,Alex,Q1_P9,0
2745674,42,C2,Male,Delta,Q1_P9,0
5650051,33,C2,Female,Canal,Q1_P9,0
8313942,36,C1,Female,Delta,Q1_P9,0
7016241,40,A,Female,Delta,Q1_P9,0
8563302,41,B,Male,Delta,Q1_P9,0
4071418,43,C1,Male,Delta,Q1_P9,0
9998862,31,A,Male,Delta,Q1_P9,0
2387283,38,A,Female,Upper Egypt,Q1_P9,0
4033315,38,C1,Male,Canal,Q1_P9,0
5991141,38,D,Female,Upper Egypt,Q1_P9,0
2016787,42,B,Male,Cairo,Q1_P9,0
3213970,48,D,Male,Delta,Q1_P9,0
7041845,37,D,Male,Delta,Q1_P9,0
7251924,37,C1,Male,Cairo,Q1_P9,0
2535902,36,E,Female,Canal,Q1_P9,0
4682987,43,D,Male,Cairo,Q1_P9,0
3924545,34,D,Female,Delta,Q1_P9,1
6753037,33,D,Female,Cairo,Q1_P9,0
2210525,41,C1,Male,Delta,Q1_P9,0
9487406,38,C2,Female,Delta,Q1_P9,0
1844272,38,D,Female,Cairo,Q1_P9,0
5583572,36,D,Female,Delta,Q1_P9,1
3218130,34,B,Male,Delta,Q1_P9,0
7549969,39,C2,Female,Delta,Q1_P9,0
8794662,39,D,Male,Delta,Q1_P9,0
4564725,43,E,Female,Alex,Q1_P9,0
5551177,45,C2,Female,Delta,Q1_P9,0
1741334,39,D,Male,Upper Egypt,Q1_P9,0
2670408,37,E,Female,Delta,Q1_P9,0
6569663,33,C2,Male,Cairo,Q1_P9,0
7136262,45,C2,Male,Upper Egypt,Q1_P9,0
3459258,40,C1,Male,Cairo,Q1_P9,0
2867287,43,D,Female,Delta,Q1_P9,0
8798047,43,D,Male,Cairo,Q1_P9,1
3445097,40,D,Female,Delta,Q1_P9,0
8844038,38,D,Male,Cairo,Q1_P9,1
1427829,34,C2,Female,Upper Egypt,Q1_P9,0
9663608,40,D,Female,Upper Egypt,Q1_P9,0
5940116,36,D,Female,Cairo,Q1_P9,0
6628018,38,A,Male,Delta,Q1_P9,1
9733363,35,D,Male,Delta,Q1_P9,0
9575308,37,D,Female,Upper Egypt,Q1_P9,0
6125219,40,C2,Male,Alex,Q1_P9,0
3300224,40,C1,Female,Delta,Q1_P9,0
4742261,35,D,Female,Delta,Q1_P9,0
1917802,41,C1,Female,Delta,Q1_P9,0
6607038,35,E,Male,Delta,Q1_P9,0
5883075,39,E,Male,Cairo,Q1_P9,0
6134548,31,D,Male,Upper Egypt,Q1_P9,0
1197915,34,D,Female,Upper Egypt,Q1_P9,0
5345901,37,C2,Female,Delta,Q1_P9,0
1942675,47,E,Male,Upper Egypt,Q1_P9,0
1892746,35,D,Female,Cairo,Q1_P9,0
5333081,38,C2,Female,Delta,Q1_P9,0
3370178,31,C1,Female,Cairo,Q1_P9,0
3903750,38,C1,Male,Alex,Q1_P9,0
4927007,33,D,Male,Cairo,Q1_P9,0
7977842,37,D,Female,Delta,Q1_P9,0
4479874,36,D,Female,Delta,Q1_P9,0
2531673,34,A,Female,Upper Egypt,Q1_P9,0
4203426,40,C2,Male,Cairo,Q1_P9,0
9366656,30,B,Female,Upper Egypt,Q1_P9,0
2771880,36,C1,Female,Cairo,Q1_P9,0
6091326,37,D,Female,Delta,Q1_P9,0
3399201,37,D,Female,Upper Egypt,Q1_P9,0
8893878,38,D,Female,Upper Egypt,Q1_P9,1
3661046,39,A,Female,Upper Egypt,Q1_P9,0
7444072,40,D,Female,Upper Egypt,Q1_P9,0
4372334,38,C1,Female,Delta,Q1_P9,0
3427395,34,C1,Female,Delta,Q1_P9,0
6633498,42,D,Male,Cairo,Q1_P9,0
1576569,32,C2,Male,Delta,Q1_P9,0
7441187,37,D,Female,Upper Egypt,Q1_P9,0
7619690,30,D,Male,Upper Egypt,Q1_P9,0
5822986,42,C2,Female,Upper Egypt,Q1_P9,0
3721413,29,C2,Female,Upper Egypt,Q1_P9,0
4601449,37,D,Male,Delta,Q1_P9,0
9684053,35,D,Male,Delta,Q1_P9,0
5726208,43,D,Female,Delta,Q1_P9,0
5760241,41,D,Female,Cairo,Q1_P9,0
7088270,41,D,Female,Delta,Q1_P9,0
5904328,42,C2,Male,Upper Egypt,Q1_P9,0
8521786,37,D,Male,Delta,Q1_P9,0
1526724,39,D,Female,Cairo,Q1_P9,0
4405111,42,D,Female,Upper Egypt,Q1_P9,0
9844961,35,A,Male,Upper Egypt,Q1_P9,0
3911115,41,C1,Male,Delta,Q1_P9,0
4422876,42,D,Female,Cairo,Q1_P9,0
3680075,34,D,Male,Cairo,Q1_P9,0
4121354,30,D,Female,Upper Egypt,Q1_P9,0
6822660,39,B,Female,Delta,Q1_P9,0
7615616,39,D,Male,Cairo,Q1_P9,0
2472343,40,D,Male,Delta,Q1_P9,0
2224638,44,C1,Female,Alex,Q1_P9,0
1209550,39,D,Female,Delta,Q1_P9,0
5253027,41,A,Male,Upper Egypt,Q1_P9,0
8160297,37,D,Female,Delta,Q1_P9,0
9194668,42,C1,Female,Upper Egypt,Q1_P9,0
5179938,31,D,Male,Upper Egypt,Q1_P9,0
1373072,41,C2,Male,Delta,Q1_P9,0
8145378,31,E,Male,Delta,Q1_P9,0
2836848,35,D,Male,Delta,Q1_P9,0
1173681,47,B,Female,Cairo,Q1_P9,1
4443085,44,C2,Female,Delta,Q1_P9,0
9934153,37,A,Male,Delta,Q1_P9,0
6170681,40,C2,Female,Delta,Q1_P9,0
5688364,40,C1,Male,Delta,Q1_P9,0
7430729,38,C1,Male,Upper Egypt,Q1_P9,0
3539930,34,C2,Female,Cairo,Q1_P9,0
6304405,38,C1,Female,Upper Egypt,Q1_P9,0
4628823,42,D,Male,Delta,Q1_P9,1
6729157,36,D,Female,Delta,Q1_P9,0
5817055,38,C2,Male,Delta,Q1_P9,0
1703001,43,C1,Female,Delta,Q1_P9,0
2687258,41,B,Male,Cairo,Q1_P9,1
3409381,37,D,Male,Upper Egypt,Q1_P9,0
2818870,39,D,Male,Canal,Q1_P9,0
1394894,42,D,Female,Upper Egypt,Q1_P9,0
4806736,35,D,Male,Delta,Q1_P9,1
6697956,39,C2,Female,Upper Egypt,Q1_P9,0
4982763,37,D,Male,Upper Egypt,Q1_P9,0
5275586,41,D,Female,Upper Egypt,Q1_P9,1
2243077,39,D,Male,Delta,Q1_P9,0
6097885,32,C1,Male,Delta,Q1_P9,1
8470624,41,C2,Female,Delta,Q1_P9,0
3442223,42,C2,Male,Delta,Q1_P9,0
3620497,36,D,Female,Delta,Q1_P9,0
9892189,41,E,Female,Upper Egypt,Q1_P9,0
8178499,39,C2,Male,Delta,Q1_P9,0
7925581,42,C1,Male,Delta,Q1_P9,1
6009377,39,D,Male,Delta,Q1_P9,0
9066934,43,C2,Male,Cairo,Q1_P9,0
9982776,45,D,Male,Upper Egypt,Q1_P9,0
7551234,36,D,Female,Upper Egypt,Q1_P9,0
6771551,44,A,Male,Upper Egypt,Q1_P9,0
7993006,38,C2,Female,Cairo,Q1_P9,0
9164877,37,C1,Male,Alex,Q1_P9,0
9557742,33,C2,Female,Upper Egypt,Q1_P9,0
6754528,37,B,Female,Upper Egypt,Q1_P9,0
5060432,33,B,Female,Canal,Q1_P9,0
1243936,40,C1,Male,Canal,Q1_P9,1
8232844,40,D,Female,Delta,Q1_P9,0
5587402,38,D,Male,Upper Egypt,Q1_P9,0
4784939,37,A,Male,Delta,Q1_P9,1
2901712,31,A,Male,Upper Egypt,Q1_P9,0
3781893,38,C2,Female,Alex,Q1_P9,0
3481751,35,D,Female,Upper Egypt,Q1_P9,0
8274522,33,D,Female,Canal,Q1_P9,0
4145834,40,A,Female,Upper Egypt,Q1_P9,0
5572509,33,C1,Male,Delta,Q1_P9,0
7329759,44,C2,Male,Upper Egypt,Q1_P9,0
7194390,45,C1,Female,Upper Egypt,Q1_P9,0
3608343,36,A,Female,Delta,Q1_P9,0
3657044,35,D,Female,Delta,Q1_P9,0
6786916,39,D,Female,Cairo,Q1_P9,0
3850646,35,D,Female,Alex,Q1_P9,0
2351187,39,D,Female,Upper Egypt,Q1_P9,1
2560509,32,D,Male,Alex,Q1_P9,0
8045166,40,A,Female,Upper Egypt,Q1_P9,0
9402902,41,C1,Female,Upper Egypt,Q1_P9,0
2999398,42,C2,Female,Delta,Q1_P9,0
4564202,36,C1,Male,Cairo,Q1_P9,1
5437384,34,A,Female,Delta,Q1_P9,0
5002584,42,C2,Female,Delta,Q1_P9,0
6560565,37,C2,Male,Cairo,Q1_P9,0
5456077,42,C1,Female,Delta,Q1_P9,0
6981527,40,B,Female,Cairo,Q1_P9,0
1195039,39,C2,Male,Delta,Q1_P9,0
7920871,36,E,Female,Delta,Q1_P9,0
9720672,36,C2,Male,Cairo,Q1_P9,0
7081324,40,D,Male,Upper Egypt,Q1_P9,0
6421191,36,C2,Female,Alex,Q1_P9,0
9545542,38,D,Female,Upper Egypt,Q1_P9,0
4781152,42,C1,Female,Delta,Q1_P9,0
8113787,37,C1,Male,Delta,Q1_P9,0
3157557,32,D,Male,Upper Egypt,Q1_P9,0
7656461,36,C2,Male,Upper Egypt,Q1_P9,0
7661644,40,C1,Male,Delta,Q1_P9,0
8438051,38,C1,Male,Delta,Q1_P9,0
3237534,37,D,Female,Delta,Q1_P9,0
2198450,39,C1,Male,Upper Egypt,Q1_P9,1
7865274,39,D,Male,Cairo,Q1_P9,0
7297587,31,C2,Male,Cairo,Q1_P9,0
6091533,41,C2,Male,Upper Egypt,Q1_P9,0
3712225,40,D,Male,Delta,Q1_P9,0
6148103,34,C2,Male,Delta,Q1_P9,0
3106359,44,D,Female,Alex,Q1_P9,0
6408603,33,C1,Female,Delta,Q1_P9,1
8266908,39,D,Female,Delta,Q1_P9,0
9075904,40,A,Female,Cairo,Q1_P9,0
7652983,32,D,Female,Delta,Q1_P9,0
7601063,43,C2,Female,Cairo,Q1_P9,0
4283460,42,D,Female,Delta,Q1_P9,0
9607844,38,D,Female,Delta,Q1_P9,0
4990248,34,D,Female,Delta,Q1_P9,0
5194348,40,D,Male,Alex,Q1_P9,0
9412981,44,D,Female,Canal,Q1_P9,0
4680442,39,C2,Female,Cairo,Q1_P9,0
5330366,38,D,Male,Upper Egypt,Q1_P9,0
6271277,37,C2,Male,Delta,Q1_P9,0
7872202,34,C2,Male,Alex,Q1_P9,0
6423434,40,C1,Male,Canal,Q1_P9,0
4884995,41,C2,Male,Delta,Q1_P9,0
7422709,30,E,Male,Upper Egypt,Q1_P9,0
6082153,41,B,Male,Upper Egypt,Q1_P9,1
2360353,35,C1,Female,Cairo,Q1_P9,0
9389493,38,A,Female,Delta,Q1_P9,0
7516037,39,D,Female,Delta,Q1_P9,0
9978223,38,C1,Female,Upper Egypt,Q1_P9,0
9725298,39,C1,Male,Delta,Q1_P9,1
4400674,39,D,Female,Alex,Q1_P9,1
4774802,37,C2,Female,Upper Egypt,Q1_P9,0
8438271,41,D,Male,Upper Egypt,Q1_P9,0
1102322,37,D,Female,Delta,Q1_P9,0
7657232,39,C2,Female,Cairo,Q1_P9,0
3625329,38,B,Male,Delta,Q1_P9,0
6147912,41,C2,Female,Alex,Q1_P9,0
7539222,36,D,Male,Upper Egypt,Q1_P9,0
4529515,32,D,Female,Delta,Q1_P9,0
7638706,42,D,Female,Delta,Q1_P9,0
3000563,34,E,Male,Cairo,Q1_P9,0
6809863,33,C2,Male,Delta,Q1_P9,0
5646240,51,C2,Male,Delta,Q1_P9,0
4501457,43,D,Female,Alex,Q1_P9,1
8484069,41,C2,Male,Delta,Q1_P9,0
3883177,38,D,Female,Cairo,Q1_P9,0
7348870,41,E,Male,Cairo,Q1_P9,1
7662266,35,D,Male,Delta,Q1_P9,0
4045422,43,D,Female,Alex,Q1_P9,0
5174795,39,D,Female,Delta,Q1_P9,1
2168441,33,D,Female,Upper Egypt,Q1_P9,0
3281739,37,D,Female,Delta,Q1_P9,0
1580317,46,D,Male,Cairo,Q1_P9,0
2828784,45,D,Male,Alex,Q1_P9,0
2039691,38,D,Male,Cairo,Q1_P9,0
4086903,34,C1,Male,Upper Egypt,Q1_P9,0
7802180,31,C2,Female,Cairo,Q1_P9,0
3051424,37,D,Female,Canal,Q1_P9,1
9116062,48,D,Female,Upper Egypt,Q1_P9,0
3421567,41,D,Female,Cairo,Q1_P9,1
4902026,37,C2,Female,Delta,Q1_P9,0
7370079,31,D,Female,Canal,Q1_P9,0
2820765,42,A,Female,Canal,Q1_P9,0
1158616,37,D,Female,Alex,Q1_P9,1
5028047,42,B,Female,Upper Egypt,Q1_P9,0
9023942,38,C1,Female,Cairo,Q1_P9,0
5049315,39,D,Female,Delta,Q1_P9,0
6918654,41,C2,Male,Upper Egypt,Q1_P9,0
4906685,35,E,Female,Cairo,Q1_P9,0
7319494,47,C1,Male,Delta,Q1_P9,1
3172690,34,D,Female,Alex,Q1_P9,0
